abstract,citationCount,firstAuthor,influentialCitationCount,keywords,otherAuthors,pages,paperId,reviewers,title,venue,venueId,venueType,volume,year
"Knowledge bases often utilize graphs as logical model. RDF-based knowledge bases (KB) are prime examples, as RDF (Resource Description Framework) does use graph as logical model. Graph databases are an emerging breed of NoSQL-type databases, offering graph as the logical model. Although there are specialized databases, the so-called triple stores, for storing RDF data, graph databases can also be promising candidates for storing knowledge. In this paper, we benchmark different graph database implementations loaded with Wikidata, a real-life, large-scale knowledge base. Graph databases come in all shapes and sizes, offer different APIs and graph models. Hence we used a measurement system, that can abstract away the API differences. For the modeling aspect, we made measurements with different graph encodings previously suggested in the literature, in order to observe the impact of the encoding aspect on the overall performance. 
 ",9,2058456649,0,"logical model, Resource Description, Description Framework, graph, Knowledge bases","2057440722, 144521155",43-60,c2528e88d5554e9df9f9d482ad46cb5331c4d794,"2152692124, 2164445100, 145104321",Benchmarking Graph Database Backends - What Works Well with Wikidata?,Acta Cybernetica,396366a4-a1ba-422b-a9ff-1471ee08eab8,journal,24,2019
"With the rapid development of the Internet, network security situation awareness has attracted tremendous attention. In large-scale complex networks, network security situation awareness data presents the characteristics of large-scale, multi-source, and heterogeneous. Recently, much research work have been done on network security situation awareness. However, most of the existing methods store different types of data in different ways, which makes data query and analysis inefficient. To solve this problem, we propose a graph database-based hierarchical multi-domain network security situation awareness data storage method. In our scheme, we build a hierarchical multi-domain network security situation awareness model to divide the network into different domains, which can collect and dispose the awareness data more efficiently. Meanwhile, to unify our storage mode, we also define network security situation awareness data storage rules and methods based on graph database. Finally, extensive experiments on real datasets show that our proposed method is efficient compared to state-of-the-art storage models.",20,2599800,0,"security situation, situation awareness, network security, security, situation","2152802371, 2087912383, 1739380877, 2153953921",N/A,6422f4b9e3bedf585170bffc7105ffe2061e87ae,"145104321, 1490915504, 1719119, 144589756, 50841357",Graph database-based network security situation awareness data storage method,EURASIP Journal on Wireless Communications and Networking,3215af4b-a40f-474d-bc19-27c154ff31a3,journal,2018,2018
"Understanding complex relationships among heterogeneous biological data is one of the fundamental goals in biology. In most cases, diverse biological data are stored in relational databases, such as MySQL and Oracle, which store data in multiple tables and then infer relationships by multiple-join statements. Recently, a new type of database, called the graph-based database, was developed to natively represent various kinds of complex relationships, and it is widely used among computer science communities and IT industries. Here, we demonstrate the feasibility of using a graph-based database for complex biological relationships by comparing the performance between MySQL and Neo4j, one of the most widely used graph databases. We collected various biological data (protein-protein interaction, drug-target, gene-disease, etc.) from several existing sources, removed duplicate and redundant data, and finally constructed a graph database containing 114,550 nodes and 82,674,321 relationships. When we tested the query execution performance of MySQL versus Neo4j, we found that Neo4j outperformed MySQL in all cases. While Neo4j exhibited a very fast response for various queries, MySQL exhibited latent or unfinished responses for complex queries with multiple-join statements. These results show that using graph-based databases, such as Neo4j, is an efficient way to store complex biological relationships. Moreover, querying a graph database in diverse ways has the potential to reveal novel relationships among heterogeneous biological data.",81,3515169,1,"relationships, biological data, fundamental goals, biological, data","2248549493, 2249671765",19 - 27,dcbaf58b16ac7ef947879ea37c021466357b291a,"5779643, 2053320598, 2116502347, 2142659443",Use of Graph Database for the Integration of Heterogeneous Biological Data,Genomics & Informatics,1de6e987-7434-4277-b939-ccb29843e936,journal,15,2017
,16,2089508093,1,,9207924,,c84aa52bee5116f80c7740503edff4b08f733c3b,"2158585032, 2065718, 2153317609, 1719119, 2893252",Migration of data from relational database to graph database,International Conference on Information and Software Technologies,d6dd0471-263c-45b1-8c75-ca4c683398e2,conference,,2018
"Abstract. Over the recent years, the usage of semantic web technologies and Resources Description Framework (RDF) data models have been notably increased in many fields. Multiple systems are using RDF data to describe information resources and semantic associations. RDF data plays a very important role in advanced information retrieval, and graphs are efficient ways to visualize and represent real world data by providing solutions to many real-time scenarios that can be simulated and implemented using graph databases, and efficiently query graphs with multiple attributes representing different domains of knowledge. Given that graph databases are schema less with efficient storage for semi-structured data, they can provide fast and deep traversals instead of slow RDBMS SQL based joins allowing Atomicity, Consistency, Isolation and durability (ACID) transactions with rollback support, and by utilizing mathematics of graph they can enormous potential for fast data extraction and storage of information in the form of nodes and relationships. In this paper, we are presenting an architectural design with complete implementation of BIM-GIS integrated RDF graph database. The proposed integration approach is composed of four main phases: ontological BIM and GIS model’s construction, mapping and semantic integration using interoperable data formats, then an import into a graph database with querying and filtering capabilities. The workflows and transformations of IFC and CityGML schemas into object graph databases model are developed and applied to an intelligent urban mobility web application on a game engine platform validate the integration methodology.
",40,143758771,1,"RDF data, Description Framework, graph databases, RDF, data","39894237, 3240937, 1483744000, 89129886",N/A,dad8965c5a4c0a0ea1eb3837c6a9c3b42597c2ce,"1398279766, 1719119, 2088215217, 121865955",A SEMANTIC GRAPH DATABASE FOR BIM-GIS INTEGRATED INFORMATION MODEL FOR AN INTELLIGENT URBAN MOBILITY WEB APPLICATION,"ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences",c18ca9ea-c394-46d2-b458-30dcf166dabb,journal,N/A,2018
"The hit validation stage of a fragment-based drug discovery campaign involves probing the SAR around one or more fragment hits. This often requires a search for similar compounds in a corporate collection or from commercial suppliers. The Fragment Network is a graph database that allows a user to efficiently search chemical space around a compound of interest. The result set is chemically intuitive, naturally grouped by substitution pattern and meaningfully sorted according to the number of observations of each transformation in medicinal chemistry databases. This paper describes the algorithms used to construct and search the Fragment Network and provides examples of how it may be used in a drug discovery context.",32,145366422,0,"hit validation, validation stage, campaign involves, involves probing, Fragment Network","32682297, 2462060","
          6440-6450
        ",ce3285bf1853f00c00535325851df5c33a0fc5d6,"40208399, 3515169, 34629652, 2054289955",The Fragment Network: A Chemistry Recommendation Engine Built Using a Graph Database.,Journal of Medicinal Chemistry,4cce60a8-2106-4240-bece-fb6488df6bd1,journal,60 14,2017
,30,30492227,0,,2893252,2560-2569,e5a1cfcd07dcfd8b1feec9c635dadc858cde8166,"2157681212, 24812041, 2142659443",A Common Information Model Oriented Graph Database Framework for Power Systems,IEEE Transactions on Power Systems,dbbda9ef-0504-4875-b893-5c964f6b8f0e,journal,32,2017
,21,46255467,1,,"49673164, 2112638989, 34701398",,746a81aa26d3ebfb81acfd6af958d6a21603cd21,"2157681212, 2109512262, 2510306, 1778015, 46398863",Design and Implementation of Movie Recommender System Based on Graph Database,Web Information System and Application Conference,272e9ea4-5f3f-4a33-ba63-96d72e445a96,conference,,2017
"We introduce a new method for storing, modeling, and analyzing power grid data. First, we present an architecture for building the network model for a power grid using the open source graph database Neo4j. Second, we design singleand multi-threading systems for initial energization analysis of the power grid network. We design the shortest path search function and conditional search function based on Neo4j. Finally, we compare the functionality and efficiency of our graph database with a traditional relational database in system initial energization analysis and the shortest path function problems on small to large data sets. The results demonstrate the efficiency and effectiveness of topology modeling and analysis using graph database for a power grid network.",20,2204964,0,"power grid, analyzing power, grid network, power, grid","3256994, 121865955, 2145308743, 2064971594, 143627522",1355-1363,2396dbcfe1f7f9dafc6696c3c06b16fd3029f7a0,"2741023, 1709661, 1725650, 2893252",Topology Modeling and Analysis of a Power Grid Network Using a Graph Database,International Journal of Computational Intelligence Systems,bc01813d-0622-430d-a5f1-416b7332b85e,journal,10,2017
"Graph analytics have been gaining tractions rapidly in the past few years. It has a wide array of application areas in the industry, ranging from e-commerce, social network and recommendation systems to fraud detection and virtually any problem that requires insights into data connections, not just data itself. In this paper, we present GeaBase, a new distributed graph database that provides the capability to store and analyze graph-structured data in real-time at massive scale. We describe the details of the system and the implementation, including a novel update architecture, called Update Center (UC), and a new language that is suitable for both graph traversal and analytics. We also compare the performance of GeaBase to a widely used open-source graph database Titan. Experiments show that GeaBase is up to 182x faster than Titan in our testing scenarios. We also achieves 22x higher throughput on social network workloads in the comparison.",16,2677700,2,"gaining tractions, tractions rapidly, Graph, graph database, Update Center","7806657, 3358986, 1943322867, 2144151933, 2108966388, 2114147314, 24812041, 2218569240",,fb8e253b8b0358a7b95ddc9ac4c74f93513a9c53,"3240937, 2108248686, 2148303656, 51417783",GeaBase: A High-Performance Distributed Graph Database for Industry-Scale Applications,International Conference on Advanced Cloud and Big Data,313e0052-5427-47c4-8468-527a82399583,conference,,2017
,23,2973714,5,,1781993,,0a41891974da95ec4c17c54b8a17773f7ade858e,"1483744000, 2109512262, 82495098",Time Traveling in Graphs using a Graph Database,EDBT/ICDT Workshops,a2802f40-c210-444a-92bf-62245b599bb1,conference,,2016
,15,121066428,0,,2803317,,704011527f183b561ea6a75b21e4cefe5aa77fca,"2321412875, 2126581481, 51917504, 2735649, 35207399",Book recommendation using Neo4j graph database in BibTeX book metadata,International Conference on Science in Information Technology,ef1e8736-ed1b-48f1-bf5f-477f261a4e7b,conference,,2017
"
 We propose a large, scalable engineering knowledge graph, comprising sets of real-world engineering “facts” as < entity, relationship, entity > triples that are found in the patent database. We apply a set of rules based on the syntactic and lexical properties of claims in a patent document to extract facts. We aggregate these facts within each patent document and integrate the aggregated sets of facts across the patent database to obtain an engineering knowledge graph. Such a knowledge graph is expected to support inference, reasoning, and recalling in various engineering tasks. The knowledge graph has a greater size and coverage in comparison with the previously used knowledge graphs and semantic networks in the engineering literature.",62,51471694,2,"knowledge graph, entity, comprising sets, patent database, knowledge","1906960, 2053320598, 145990580",N/A,448959eff044f02040ded5afd483b7c4e811b0ac,"1903751380, 2116124684, 30188257, 2109875",Engineering Knowledge Graph from Patent Database,Journal of Computing and Information Science in Engineering,d029f971-f74c-41ca-8373-1b713414c797,journal,22,2021
,11,29908197,1,,"3410738, 1624701041, 2055223031, 14700512, 48573031",N/A,3dd7f7118ee174265889d00d100cfe2a02871be8,"2873542, 19262604, 48270780",Pheno4J: a gene to phenotype graph database,bioRxiv,027ffd21-ebb0-4af8-baf5-911124292fd0,journal,N/A,2017
,9,2059684397,1,,"1768034, 2061622257, 2540495, 143909963, 1778015",,4875aa46599dc2d7e8292fc563347cf78fa12c8d,"26391899, 145366422, 2599800, 1903751380",ChronoGraph: A Versioned TinkerPop Graph Database,International Conference on Data Technologies and Applications,dea8d7a8-c89e-4de9-bde3-0787594a055f,conference,,2017
"Graph databases have become a common infrastructure component. Yet existing systems either operate on offline snapshots, provide weak consistency guarantees, or use expensive concurrency control techniques that limit performance. 
 
In this paper, we introduce a new distributed graph database, called Weaver, which enables efficient, transactional graph analyses as well as strictly serializable ACID transactions on dynamic graphs. The key insight that allows Weaver to combine strict serializability with horizontal scalability and high performance is a novel request ordering mechanism called refinable timestamps. This technique couples coarse-grained vector timestamps with a fine-grained timeline oracle to pay the overhead of strong consistency only when needed. Experiments show that Weaver enables a Bitcoin blockchain explorer that is 8x faster than Blockchain.info, and achieves 10.9x higher throughput than the Titan graph database on social network workloads and 4x lower latency than GraphLab on offline graph traversal workloads.",53,2056568916,3,"infrastructure component, common infrastructure, Graph, Weaver, graph database","34629652, 2109875, 3326762",852-863,da942e549ca2e94cab6b3e4f59483496974683e2,"1768034, 2677700, 40231586","Weaver: A High-Performance, Transactional Graph Database Based on Refinable Timestamps",Proceedings of the VLDB Endowment,fcbcaf18-8ab1-43e1-a973-604bbc7e344e,journal,9,2015
,38,153158488,1,,"144554647, 1800925, 144019071",2507-2521,b940711660b76d8d2dd1306dc68daf9c07b862df,"1903751380, 2114796246, 49673164",Subgraph Matching with Set Similarity in a Large Graph Database,IEEE Transactions on Knowledge and Data Engineering,c6840156-ee10-4d78-8832-7f8909811576,journal,27,2015
,73,2463711,8,,"40208399, 2334971, 2707311, 35207399, 3164984, 144422954",479-514,4aad76cf012f306e4304c605bc24ccbcadbbf7ee,"2108966388, 153314895, 2157681212, 48270780, 26435742",The G* graph database: efficiently managing large distributed dynamic graphs,Distributed and parallel databases,ceac6326-95ad-4e90-a522-b7ab052ea5a4,journal,33,2015
,21,1398279766,3,,"1788879, 1689847",,cb18506c514ffa692afff226e74be845dcbc8ec3,"82495098, 2059572334, 2144151933, 1483744000",A Graph Database Repository and Performance Evaluation Metrics for Graph Edit Distance,Workshop on Graph Based Representations in Pattern Recognition,4fc0603b-2ba2-4512-94fa-ab87d02cb52a,conference,,2015
,15,1741623,0,,"145433223, 2673479",,48f139a93d24a2e42e20206dfa59563502fbcc7e,"2054838160, 2381325, 98831679, 26391899",Expression and efficient processing of fuzzy queries in a graph database context,IEEE International Conference on Fuzzy Systems,ba675c4e-f2dc-454e-9e38-d195732ed2b6,conference,,2015
,24,2741023,0,,2231831,,34340d947f0ca424cdad9ca7ca689f6f1d10ca2c,"2116718, 2248549493, 2158490269",Graph database benchmarking on cloud environments with XGDBench,International Conference on Automated Software Engineering,1c2ab05c-7d69-465e-929d-0920857aedce,conference,,2014
"Database industry is recently facing a major challenge in gaining scalability and handling multiple databases in one application. Relational database is clearly a well known standard for storing, managing and querying information. It is used in variety of contexts including analytical querying and business intelligence. However, due to enormous growth in distributed databases and massive use of social networks, new requirements have emerged and graph-structured data is becoming more and more important. Graph database can store graph data more naturally. Relational databases and graph databases both have strengths and weaknesses depending on the characteristics of data and the types of queries to be evaluated. However benefits can be taken from mix of both by moderating some of the constraints. Thus propose a design of hybrid model such that the two models are integrated in one system to eliminate the limitations of individual systems. The hybrid system unifies the strengths of relational databases and graph databases by analyzing their strengths and weaknesses. This paper attempts to provide an overview of past investigation on the hybrid database model.",24,82495098,0,"recently facing, major challenge, gaining scalability, handling multiple, databases","83974446, 144544723",,3d0472c20b77d2b2cd9ae065fe3fb1715ba06d48,"2115256817, 46501582, 24812041, 2873542, 3164984",A Hybrid Database Approach Using Graph and Relational Database,Rice,67734a9d-6cfd-4030-8586-c60ab6936188,conference,,2018
"The plethora of graphs and relational data give rise to many interesting graph-relational queries in various domains, e.g., finding related proteins retrieved by a relational subquery in a biological network. The maturity of RDBMSs motivated academia and industry to invest efforts in leveraging RDBMSs for graph processing, where efficiency is proven for vital graph queries. However, none of these efforts process graphs natively inside the RDBMS, which is particularly challenging due to the impedance mismatch between the relational and the graph models. In this paper, we propose to manage graphs as first-class citizens inside the relational engine. We realize our approach inside VoltDB [6], an opensource in-memory relational database, and name this realization GRFusion. The SQL and query engine of GRFusion are empowered to declaratively define graphs and execute cross-data-model query plans acting on graphs and relations, resulting in up to four orders-of-magnitude in query-time speedup w.r.t. state-of-the-art approaches.",20,2114796246,5,"finding related, biological network, data give, give rise, interesting graph-relational","145644753, 26435742, 1709661, 1719119",,9ec2f0d95acc8606323e39054dfab18fe1ca301c,"46255707, 144422954, 2054289955, 2334971, 2304958793",Extending In-Memory Relational Database Engines with Native Graph Support,International Conference on Extending Database Technology,74f47cf8-2839-4a56-959a-524dd0ed9e3e,conference,,2018
,35,144668991,3,,,,45063cf2e0116e700da5ca2863c8bb82ad4d64c2,"2053475163, 51417783, 2118120527, 2973714, 1768034",Conceptual and Database Modelling of Graph Databases,International Database Engineering and Applications Symposium,640b2c9a-6fb2-4333-8780-d31aa3c411cf,conference,,2016
"Interatomic potentials (IAPs), which describe the potential energy surface of atoms, are a fundamental input for atomistic simulations. However, existing IAPs are either fitted to narrow chemistries or too inaccurate for general applications. Here we report a universal IAP for materials based on graph neural networks with three-body interactions (M3GNet). The M3GNet IAP was trained on the massive database of structural relaxations performed by the Materials Project over the past ten years and has broad applications in structural relaxation, dynamic simulations and property prediction of materials across diverse chemical spaces. About 1.8 million materials from a screening of 31 million hypothetical crystal structures were identified to be potentially stable against existing Materials Project crystals based on M3GNet energies. Of the top 2,000 materials with the lowest energies above the convex hull, 1,578 were verified to be stable using density functional theory calculations. These results demonstrate a machine learning-accelerated pathway to the discovery of synthesizable materials with exceptional properties. A machine learning interatomic potential model is designed and trained on diverse crystal data comprising 89 elements, enabling materials discovery across a vast chemical space without retraining.",492,143915066,33,"energy surface, fundamental input, materials, Materials Project, atomistic simulations",2381325,718 - 728,450bb2530e4fb48e828161d3e7741c5b4081c9a2,"47149500, 2218569240, 3090789, 145843448",A universal graph deep learning interatomic potential for the periodic table,Nature Computational Science,4cbc2987-6254-4668-b85b-aeabd7ff62ef,journal,2,2022
,82,144300761,6,,"3239606, 2735649, 39966779",,1f326e8ff72a55895bf7155cdb5c69414837d26a,"46398863, 24812041, 2145413970",Time-varying social networks in a graph database: a Neo4j use case,International Workshop on Graph Data Management Experiences and Systems,c25754e3-36a9-4adb-a390-58907c897425,conference,,2013
,23,1792856,0,,"7617146, 1774041, 1686294, 3090789, 29552860",,67cfefedc118573521d46a7cf4b411d98d438fcb,"2171106811, 153314895, 3410738, 1719119, 2182246691",Massive scale cyber traffic analysis: a driver for graph database research,International Workshop on Graph Data Management Experiences and Systems,c25754e3-36a9-4adb-a390-58907c897425,conference,,2013
